"","team_api_id","team_fifa_api_id","team_long_name","buildUpPlay","chanceCreation","defence","goals"
"1287",10194,1806,"Stoke City",138,159,132,322
"1288",10194,1806,"Stoke City",0,167,153,322
"1289",10194,1806,"Stoke City",127,145,119,322
"1290",10194,1806,"Stoke City",0,135,140,322
"1291",10199,897,"FC Luzern",0,175,135,421
"1292",10199,897,"FC Luzern",0,159,145,421
"1293",10199,897,"FC Luzern",0,159,145,421
"1294",10199,897,"FC Luzern",165,160,151,421
"1295",10199,897,"FC Luzern",0,161,153,421
"1296",10199,897,"FC Luzern",165,160,151,421
"1297",10205,483,"Villarreal CF",0,161,152,364
"1298",10205,483,"Villarreal CF",0,160,165,364
"1299",10205,483,"Villarreal CF",126,143,139,364
"1300",10205,483,"Villarreal CF",112,158,158,364
"1301",10205,483,"Villarreal CF",0,158,158,364
"1302",10205,483,"Villarreal CF",0,158,158,364
"1303",10211,1897,"SC Beira Mar",0,165,150,93
"1304",10211,1897,"SC Beira Mar",0,157,155,93
"1305",10211,1897,"SC Beira Mar",0,165,150,93
"1306",10212,1893,"CS Marítimo",182,186,126,316
"1307",10212,1893,"CS Marítimo",0,165,144,316
"1308",10212,1893,"CS Marítimo",176,186,133,316
"1309",10212,1893,"CS Marítimo",0,185,133,316
"1310",10212,1893,"CS Marítimo",0,170,90,316
"1311",10212,1893,"CS Marítimo",0,185,133,316
"1312",10214,1891,"CD Nacional",0,165,138,332
"1313",10214,1891,"CD Nacional",167,150,141,332
"1314",10214,1891,"CD Nacional",0,165,90,332
"1315",10214,1891,"CD Nacional",143,150,141,332
"1316",10214,1891,"CD Nacional",0,165,156,332
"1317",10214,1891,"CD Nacional",0,165,156,332
"1318",10215,1901,"Académica de Coimbra",150,166,138,240
"1319",10215,1901,"Académica de Coimbra",0,165,90,240
"1320",10215,1901,"Académica de Coimbra",0,155,140,240
"1321",10215,1901,"Académica de Coimbra",0,172,151,240
"1322",10215,1901,"Académica de Coimbra",149,166,138,240
"1323",10215,1901,"Académica de Coimbra",0,172,151,240
"1324",10217,650,"ADO Den Haag",0,181,173,366
"1325",10217,650,"ADO Den Haag",162,145,142,366
"1326",10217,650,"ADO Den Haag",0,159,170,366
"1327",10217,650,"ADO Den Haag",0,145,90,366
"1328",10217,650,"ADO Den Haag",0,154,160,366
"1329",10217,650,"ADO Den Haag",160,151,159,366
"1330",10218,1971,"Excelsior",163,136,106,154
"1331",10218,1971,"Excelsior",0,162,105,154
"1332",10218,1971,"Excelsior",0,145,85,154
"1333",10219,1905,"RKC Waalwijk",142,133,99,153
"1334",10219,1905,"RKC Waalwijk",0,135,125,153
"1335",10219,1905,"RKC Waalwijk",0,150,150,153
"1336",10219,1905,"RKC Waalwijk",0,159,93,153
"1337",10228,1913,"SC Heerenveen",150,152,138,470
"1338",10228,1913,"SC Heerenveen",147,154,138,470
"1339",10228,1913,"SC Heerenveen",0,150,90,470
"1340",10228,1913,"SC Heerenveen",0,142,138,470
"1341",10228,1913,"SC Heerenveen",0,171,183,470
"1342",10228,1913,"SC Heerenveen",0,162,137,470
"1343",10229,1906,"AZ",136,168,166,492
"1344",10229,1906,"AZ",154,173,166,492
"1345",10229,1906,"AZ",0,147,184,492
"1346",10229,1906,"AZ",0,130,110,492
"1347",10229,1906,"AZ",0,167,174,492
"1348",10229,1906,"AZ",0,185,175,492
"1349",10233,110556,"Genoa",0,150,154,392
"1350",10233,110556,"Genoa",184,168,123,392
"1351",10233,110556,"Genoa",0,175,135,392
"1352",10233,110556,"Genoa",0,182,146,392
"1353",10233,110556,"Genoa",0,150,140,392
"1354",10233,110556,"Genoa",184,134,127,392
"1355",10235,246,"Feyenoord",0,160,126,489
"1356",10235,246,"Feyenoord",0,154,140,489
"1357",10235,246,"Feyenoord",0,131,90,489
"1358",10235,246,"Feyenoord",131,146,129,489
"1359",10235,246,"Feyenoord",154,165,126,489
"1360",10235,246,"Feyenoord",0,108,160,489
"1361",10238,665,"Vitória Setúbal",147,158,132,238
"1362",10238,665,"Vitória Setúbal",0,158,132,238
"1363",10238,665,"Vitória Setúbal",0,165,90,238
"1364",10238,665,"Vitória Setúbal",149,158,132,238
"1365",10238,665,"Vitória Setúbal",0,158,132,238
"1366",10238,665,"Vitória Setúbal",0,165,140,238
"1367",10242,294,"ES Troyes AC",148,147,137,71
"1368",10242,294,"ES Troyes AC",0,135,140,71
"1369",10242,294,"ES Troyes AC",0,150,137,71
"1370",10242,294,"ES Troyes AC",148,147,137,71
"1371",10242,294,"ES Troyes AC",0,150,137,71
"1372",10243,894,"FC Zürich",0,165,163,468
"1373",10243,894,"FC Zürich",0,154,146,468
"1374",10243,894,"FC Zürich",157,151,146,468
"1375",10243,894,"FC Zürich",157,151,146,468
"1376",10243,894,"FC Zürich",0,165,155,468
"1377",10243,894,"FC Zürich",0,154,146,468
"1378",10249,70,"Montpellier Hérault SC",157,149,157,344
"1379",10249,70,"Montpellier Hérault SC",0,149,114,344
"1380",10249,70,"Montpellier Hérault SC",0,149,114,344
"1381",10249,70,"Montpellier Hérault SC",0,160,210,344
"1382",10249,70,"Montpellier Hérault SC",0,135,155,344
"1383",10249,70,"Montpellier Hérault SC",162,142,157,344
"1384",10251,81,"Hibernian",148,139,124,259
"1385",10251,81,"Hibernian",0,168,145,259
"1386",10251,81,"Hibernian",0,138,122,259
"1387",10251,81,"Hibernian",0,150,153,259
"1388",10251,81,"Hibernian",0,200,200,259
"1389",10252,2,"Aston Villa",170,167,133,335
"1390",10252,2,"Aston Villa",154,146,133,335
"1391",10252,2,"Aston Villa",0,160,145,335
"1392",10252,2,"Aston Villa",0,141,134,335
"1393",10252,2,"Aston Villa",0,185,130,335
"1394",10252,2,"Aston Villa",0,150,145,335
"1395",10260,11,"Manchester United",134,177,139,582
"1396",10260,11,"Manchester United",0,180,130,582
"1397",10260,11,"Manchester United",0,200,155,582
"1398",10260,11,"Manchester United",124,133,163,582
"1399",10260,11,"Manchester United",0,151,154,582
"1400",10260,11,"Manchester United",0,161,146,582
"1401",10261,13,"Newcastle United",134,137,161,324
"1402",10261,13,"Newcastle United",0,170,140,324
"1403",10261,13,"Newcastle United",0,145,131,324
"1404",10261,13,"Newcastle United",152,147,131,324
"1405",10261,13,"Newcastle United",0,170,142,324
"1406",10261,13,"Newcastle United",0,195,155,324
"1407",10264,1896,"SC Braga",145,166,120,398
"1408",10264,1896,"SC Braga",0,158,120,398
"1409",10264,1896,"SC Braga",0,165,150,398
"1410",10264,1896,"SC Braga",0,158,110,398
"1411",10264,1896,"SC Braga",0,165,90,398
"1412",10264,1896,"SC Braga",143,157,120,398
"1413",10265,1873,"Wisla Kraków",119,101,157,332
"1414",10265,1873,"Wisla Kraków",0,154,179,332
"1415",10265,1873,"Wisla Kraków",135,155,179,332
"1416",10265,1873,"Wisla Kraków",0,154,179,332
"1417",10265,1873,"Wisla Kraków",0,183,157,332
"1418",10265,1873,"Wisla Kraków",0,160,205,332
"1419",10267,461,"Valencia CF",0,175,142,484
"1420",10267,461,"Valencia CF",0,185,175,484
"1421",10267,461,"Valencia CF",116,146,147,484
"1422",10267,461,"Valencia CF",110,149,148,484
"1423",10267,461,"Valencia CF",0,149,148,484
"1424",10267,461,"Valencia CF",0,149,148,484
"1425",10268,468,"Elche CF",0,141,130,65
"1426",10268,468,"Elche CF",151,164,158,65
"1427",10268,468,"Elche CF",0,165,140,65
"1428",10268,468,"Elche CF",171,164,158,65
"1429",10268,468,"Elche CF",0,164,158,65
"1430",10268,468,"Elche CF",0,164,158,65
"1431",10269,36,"VfB Stuttgart",0,170,134,415
"1432",10269,36,"VfB Stuttgart",0,178,140,415
"1433",10269,36,"VfB Stuttgart",155,172,117,415
"1434",10269,36,"VfB Stuttgart",0,200,175,415
"1435",10269,36,"VfB Stuttgart",168,164,140,415
"1436",10269,36,"VfB Stuttgart",0,189,137,415
"1437",10278,100879,"Hércules Club de Fútbol",0,152,159,36
"1438",10278,100879,"Hércules Club de Fútbol",0,178,160,36
"1439",10278,100879,"Hércules Club de Fútbol",0,178,160,36
"1440",10278,100879,"Hércules Club de Fútbol",0,155,120,36
"1441",10278,100879,"Hércules Club de Fútbol",154,178,160,36
"1442",10281,462,"Real Valladolid",148,147,134,170
"1443",10281,462,"Real Valladolid",0,135,125,170
"1444",10281,462,"Real Valladolid",153,167,161,170
"1445",10281,462,"Real Valladolid",0,172,161,170
"1446",10281,462,"Real Valladolid",0,166,154,170
"1447",10281,462,"Real Valladolid",0,172,161,170
"1448",108893,111989,"AC Arles-Avignon",0,95,115,21
"1449",108893,111989,"AC Arles-Avignon",141,132,154,21
"1450",108893,111989,"AC Arles-Avignon",0,141,140,21
"1451",108893,111989,"AC Arles-Avignon",0,132,112,21
"1452",108893,111989,"AC Arles-Avignon",156,138,158,21
"1453",108893,111989,"AC Arles-Avignon",0,105,105,21
"1454",158085,112513,"FC Arouca",170,160,113,101
"1455",158085,112513,"FC Arouca",174,160,109,101
"1456",208931,112409,"Carpi",109,137,141,37
"1457",208931,112409,"Carpi",190,160,115,37
"1458",274581,111560,"Royal Excel Mouscron",150,150,140,71
