"","team_api_id","team_fifa_api_id","team_long_name","buildUpPlay","chanceCreation","defence","goals"
"1",1601,874,"Ruch Chorzów",0,155,175,280
"2",1601,874,"Ruch Chorzów",0,159,136,280
"3",1601,874,"Ruch Chorzów",0,186,144,280
"4",1601,874,"Ruch Chorzów",139,181,136,280
"5",1601,874,"Ruch Chorzów",0,159,136,280
"6",1601,874,"Ruch Chorzów",133,176,136,280
"7",1773,100087,"Oud-Heverlee Leuven",0,157,137,126
"8",1773,100087,"Oud-Heverlee Leuven",153,157,137,126
"9",1773,100087,"Oud-Heverlee Leuven",0,157,137,126
"10",1957,110745,"Jagiellonia Bialystok",0,150,210,287
"11",1957,110745,"Jagiellonia Bialystok",130,146,162,287
"12",1957,110745,"Jagiellonia Bialystok",0,151,140,287
"13",1957,110745,"Jagiellonia Bialystok",0,163,141,287
"14",1957,110745,"Jagiellonia Bialystok",158,152,162,287
"15",1957,110745,"Jagiellonia Bialystok",0,163,141,287
"16",2033,111540,"S.C. Olhanense",0,133,112,138
"17",2033,111540,"S.C. Olhanense",0,134,105,138
"18",2033,111540,"S.C. Olhanense",0,155,155,138
"19",2033,111540,"S.C. Olhanense",147,134,105,138
"20",2033,111540,"S.C. Olhanense",0,165,130,138
"21",2182,873,"Lech Poznan",176,185,157,372
"22",2182,873,"Lech Poznan",0,155,160,372
"23",2182,873,"Lech Poznan",0,185,157,372
"24",2182,873,"Lech Poznan",0,185,157,372
"25",2182,873,"Lech Poznan",0,186,144,372
"26",2182,873,"Lech Poznan",147,196,153,372
"27",2183,1570,"P. Warszawa",0,162,140,184
"28",2183,1570,"P. Warszawa",0,131,139,184
"29",2183,1570,"P. Warszawa",0,180,113,184
"30",2183,1570,"P. Warszawa",0,155,175,184
"31",2186,110747,"Cracovia",0,148,144,235
"32",2186,110747,"Cracovia",0,140,205,235
"33",2186,110747,"Cracovia",125,165,157,235
"34",2186,110747,"Cracovia",0,168,163,235
"35",2186,110747,"Cracovia",125,165,157,235
"36",4087,111271,"Évian Thonon Gaillard FC",0,168,153,180
"37",4087,111271,"Évian Thonon Gaillard FC",0,180,165,180
"38",4087,111271,"Évian Thonon Gaillard FC",156,161,153,180
"39",4087,111271,"Évian Thonon Gaillard FC",149,164,140,180
"40",4087,111271,"Évian Thonon Gaillard FC",0,168,153,180
"41",4170,111376,"US Boulogne Cote D'Opale",0,154,155,31
"42",4170,111376,"US Boulogne Cote D'Opale",0,150,200,31
"43",4170,111376,"US Boulogne Cote D'Opale",0,165,155,31
"44",6269,112225,"Novara",0,163,151,34
"45",6269,112225,"Novara",0,150,130,34
"46",6269,112225,"Novara",0,172,147,34
"47",6269,112225,"Novara",179,168,138,34
"48",6351,2013,"KAS Eupen",0,160,155,28
"49",6391,110316,"GFC Ajaccio",0,179,146,37
"50",6391,110316,"GFC Ajaccio",153,163,141,37
"51",6403,1892,"FC Paços de Ferreira",0,170,90,292
"52",6403,1892,"FC Paços de Ferreira",0,157,139,292
"53",6403,1892,"FC Paços de Ferreira",142,169,139,292
"54",6403,1892,"FC Paços de Ferreira",117,157,139,292
"55",6403,1892,"FC Paços de Ferreira",0,157,143,292
"56",6403,1892,"FC Paços de Ferreira",0,148,150,292
"57",6413,1914,"PEC Zwolle",137,161,181,204
"58",6413,1914,"PEC Zwolle",0,154,141,204
"59",6413,1914,"PEC Zwolle",136,165,181,204
"60",6421,10018,"Leixões SC",0,165,90,55
"61",6433,100632,"Go Ahead Eagles",160,131,141,74
"62",6433,100632,"Go Ahead Eagles",144,132,141,74
"63",6493,1714,"AC Bellinzona",0,175,150,128
"64",6493,1714,"AC Bellinzona",0,148,138,128
"65",6547,100741,"FC Penafiel",147,146,121,29
"66",6631,100626,"FC Dordrecht",134,176,164,24
"67",7730,1862,"FC Lausanne-Sports",0,160,141,99
"68",7730,1862,"FC Lausanne-Sports",141,164,145,99
"69",7730,1862,"FC Lausanne-Sports",0,160,165,99
"70",7730,1862,"FC Lausanne-Sports",0,160,141,99
"71",7788,647,"SC Cambuur",136,134,138,119
"72",7788,647,"SC Cambuur",126,159,138,119
"73",7794,58,"SC Bastia",171,156,134,165
"74",7794,58,"SC Bastia",174,156,147,165
"75",7794,58,"SC Bastia",0,150,139,165
"76",7794,58,"SC Bastia",0,140,210,165
"77",7794,58,"SC Bastia",0,150,139,165
"78",7819,210,"SM Caen",157,155,136,220
"79",7819,210,"SM Caen",0,155,143,220
"80",7819,210,"SM Caen",0,165,165,220
"81",7819,210,"SM Caen",157,155,136,220
"82",7819,210,"SM Caen",0,155,205,220
"83",7819,210,"SM Caen",0,155,143,220
"84",7841,744,"Rio Ave FC",0,180,140,248
"85",7841,744,"Rio Ave FC",0,168,131,248
"86",7841,744,"Rio Ave FC",157,177,153,248
"87",7841,744,"Rio Ave FC",157,177,153,248
"88",7841,744,"Rio Ave FC",0,168,131,248
"89",7841,744,"Rio Ave FC",0,160,90,248
"90",7842,10020,"Estoril Praia",167,139,150,167
"91",7842,10020,"Estoril Praia",0,139,150,167
"92",7842,10020,"Estoril Praia",174,139,150,167
"93",7844,1887,"Vitória Guimarães",131,173,141,300
"94",7844,1887,"Vitória Guimarães",131,173,141,300
"95",7844,1887,"Vitória Guimarães",0,179,177,300
"96",7844,1887,"Vitória Guimarães",0,165,90,300
"97",7844,1887,"Vitória Guimarães",0,179,173,300
"98",7844,1887,"Vitória Guimarães",0,164,158,300
"99",7869,1867,"Córdoba CF",0,159,129,22
"100",7869,1867,"Córdoba CF",0,128,122,22
"101",7869,1867,"Córdoba CF",146,154,129,22
"102",7869,1867,"Córdoba CF",0,140,105,22
"103",7869,1867,"Córdoba CF",141,171,129,22
"104",7869,1867,"Córdoba CF",0,159,129,22
"105",7878,110832,"Granada CF",166,175,155,179
"106",7878,110832,"Granada CF",0,200,162,179
"107",7878,110832,"Granada CF",151,187,158,179
"108",7878,110832,"Granada CF",0,168,170,179
"109",7878,110832,"Granada CF",0,200,162,179
"110",7943,111974,"Sassuolo",0,150,130,141
"111",7943,111974,"Sassuolo",0,183,138,141
"112",7943,111974,"Sassuolo",0,171,105,141
"113",7943,111974,"Sassuolo",0,120,90,141
"114",7943,111974,"Sassuolo",182,169,138,141
"115",7943,111974,"Sassuolo",188,186,137,141
"116",7955,435,"Neuchâtel Xamax",0,121,116,171
"117",7955,435,"Neuchâtel Xamax",0,138,146,171
"118",7955,435,"Neuchâtel Xamax",0,190,150,171
"119",8019,110565,"Górnik Leczna",140,139,149,61
"120",8020,111429,"Polonia Bytom",0,150,185,245
"121",8020,111429,"Polonia Bytom",0,122,162,245
"122",8021,110749,"Zaglebie Lubin",0,167,157,207
"123",8021,110749,"Zaglebie Lubin",0,123,157,207
"124",8021,110749,"Zaglebie Lubin",0,192,157,207
"125",8021,110749,"Zaglebie Lubin",0,140,210,207
"126",8021,110749,"Zaglebie Lubin",133,149,148,207
"127",8023,110746,"Pogon Szczecin",0,185,157,152
"128",8023,110746,"Pogon Szczecin",119,144,158,152
"129",8023,110746,"Pogon Szczecin",134,140,157,152
"130",8024,301,"Widzew Lódz",0,185,126,122
"131",8024,301,"Widzew Lódz",0,158,121,122
"132",8024,301,"Widzew Lódz",0,169,158,122
"133",8024,301,"Widzew Lódz",190,184,139,122
"134",8025,111092,"Slask Wroclaw",0,150,180,318
"135",8025,111092,"Slask Wroclaw",0,147,146,318
"136",8025,111092,"Slask Wroclaw",0,165,87,318
"137",8025,111092,"Slask Wroclaw",0,165,100,318
"138",8025,111092,"Slask Wroclaw",140,157,139,318
"139",8025,111092,"Slask Wroclaw",134,142,113,318
"140",8027,112512,"Zawisza Bydgoszcz",145,168,143,75
"141",8027,112512,"Zawisza Bydgoszcz",145,147,143,75
"142",8028,111086,"Piast Gliwice",183,169,129,204
"143",8028,111086,"Piast Gliwice",0,124,125,204
"144",8028,111086,"Piast Gliwice",0,150,195,204
"145",8028,111086,"Piast Gliwice",183,169,129,204
"146",8030,111091,"Lechia Gdansk",0,171,168,279
"147",8030,111091,"Lechia Gdansk",162,183,149,279
"148",8030,111091,"Lechia Gdansk",0,171,162,279
"149",8030,111091,"Lechia Gdansk",162,165,158,279
"150",8030,111091,"Lechia Gdansk",0,150,153,279
"151",8030,111091,"Lechia Gdansk",0,150,205,279
"152",8031,111429,"Polonia Bytom",0,150,185,88
"153",8031,111429,"Polonia Bytom",0,122,162,88
"154",8033,111087,"Podbeskidzie Bielsko-Biala",0,137,152,169
"155",8033,111087,"Podbeskidzie Bielsko-Biala",0,137,152,169
"156",8033,111087,"Podbeskidzie Bielsko-Biala",193,166,102,169
"157",8033,111087,"Podbeskidzie Bielsko-Biala",189,166,102,169
"158",8066,620,"Inverness Caledonian Thistle",127,174,139,345
"159",8066,620,"Inverness Caledonian Thistle",0,154,130,345
"160",8066,620,"Inverness Caledonian Thistle",169,162,130,345
"161",8066,620,"Inverness Caledonian Thistle",0,171,139,345
"162",8066,620,"Inverness Caledonian Thistle",0,154,126,345
"163",8121,1530,"Angers SCO",0,145,115,40
"164",8121,1530,"Angers SCO",159,140,139,40
"165",8121,1530,"Angers SCO",159,140,139,40
"166",8121,1530,"Angers SCO",0,152,139,40
"167",8121,1530,"Angers SCO",0,180,140,40
"168",8121,1530,"Angers SCO",0,152,139,40
"169",8152,110329,"FC St. Pauli",0,190,185,35
"170",8152,110329,"FC St. Pauli",0,147,152,35
"171",8152,110329,"FC St. Pauli",0,161,150,35
"172",8152,110329,"FC St. Pauli",0,174,164,35
"173",8152,110329,"FC St. Pauli",161,155,144,35
"174",8152,110329,"FC St. Pauli",160,153,140,35
"175",8165,171,"1. FC Nürnberg",0,148,162,193
"176",8165,171,"1. FC Nürnberg",153,162,114,193
"177",8165,171,"1. FC Nürnberg",0,180,150,193
"178",8165,171,"1. FC Nürnberg",0,148,113,193
"179",8165,171,"1. FC Nürnberg",146,161,148,193
"180",8165,171,"1. FC Nürnberg",0,177,140,193
"181",8177,166,"Hertha BSC Berlin",0,142,155,238
"182",8177,166,"Hertha BSC Berlin",0,172,148,238
"183",8177,166,"Hertha BSC Berlin",0,172,143,238
"184",8177,166,"Hertha BSC Berlin",146,172,152,238
"185",8177,166,"Hertha BSC Berlin",0,155,140,238
"186",8177,166,"Hertha BSC Berlin",175,169,152,238
"187",8178,32,"Bayer 04 Leverkusen",157,192,183,483
"188",8178,32,"Bayer 04 Leverkusen",0,210,200,483
"189",8178,32,"Bayer 04 Leverkusen",0,163,139,483
"190",8178,32,"Bayer 04 Leverkusen",0,153,147,483
"191",8178,32,"Bayer 04 Leverkusen",0,143,143,483
"192",8178,32,"Bayer 04 Leverkusen",154,146,150,483
"193",8191,1796,"Burnley",0,172,146,70
"194",8191,1796,"Burnley",0,163,156,70
"195",8191,1796,"Burnley",0,162,160,70
"196",8191,1796,"Burnley",154,189,169,70
"197",8191,1796,"Burnley",153,176,183,70
"198",8191,1796,"Burnley",0,210,205,70
"199",8194,110636,"Fortuna Düsseldorf",0,175,117,39
"200",8194,110636,"Fortuna Düsseldorf",0,190,165,39
"201",8194,110636,"Fortuna Düsseldorf",156,178,165,39
"202",8194,110636,"Fortuna Düsseldorf",0,172,169,39
"203",8194,110636,"Fortuna Düsseldorf",198,141,145,39
"204",8194,110636,"Fortuna Düsseldorf",0,146,139,39
"205",8197,95,"Leicester City",147,178,174,114
"206",8197,95,"Leicester City",0,140,133,114
"207",8197,95,"Leicester City",164,157,178,114
"208",8197,95,"Leicester City",0,160,154,114
"209",8197,95,"Leicester City",0,185,210,114
"210",8197,95,"Leicester City",0,160,154,114
"211",8203,110724,"KV Mechelen",134,150,145,285
"212",8203,110724,"KV Mechelen",0,150,160,285
"213",8203,110724,"KV Mechelen",0,150,154,285
"214",8203,110724,"KV Mechelen",0,146,157,285
"215",8203,110724,"KV Mechelen",134,150,145,285
"216",8203,110724,"KV Mechelen",0,140,190,285
"217",8226,10029,"TSG 1899 Hoffenheim",171,187,162,400
"218",8226,10029,"TSG 1899 Hoffenheim",180,161,167,400
"219",8226,10029,"TSG 1899 Hoffenheim",0,180,200,400
"220",8226,10029,"TSG 1899 Hoffenheim",0,162,144,400
"221",8226,10029,"TSG 1899 Hoffenheim",0,191,170,400
"222",8226,10029,"TSG 1899 Hoffenheim",0,158,146,400
"223",8234,111239,"FC Ingolstadt 04",160,138,127,33
"224",8234,111239,"FC Ingolstadt 04",0,151,124,33
"225",8234,111239,"FC Ingolstadt 04",152,151,134,33
"226",8234,111239,"FC Ingolstadt 04",0,151,124,33
"227",8234,111239,"FC Ingolstadt 04",0,151,140,33
"228",8242,1564,"Odra Wodzislaw",0,155,205,50
"229",8244,301,"Widzew Lódz",0,185,126,50
"230",8244,301,"Widzew Lódz",0,169,158,50
"231",8244,301,"Widzew Lódz",190,184,139,50
"232",8244,301,"Widzew Lódz",0,158,121,50
"233",8245,111083,"Korona Kielce",0,169,161,237
"234",8245,111083,"Korona Kielce",192,153,135,237
"235",8245,111083,"Korona Kielce",0,167,172,237
"236",8245,111083,"Korona Kielce",0,150,170,237
"237",8245,111083,"Korona Kielce",178,153,135,237
"238",8245,111083,"Korona Kielce",0,169,166,237
"239",8262,110502,"SV Darmstadt 98",179,174,129,38
"240",8277,1909,"Vitesse",0,155,144,423
"241",8277,1909,"Vitesse",0,173,179,423
"242",8277,1909,"Vitesse",145,161,180,423
"243",8277,1909,"Vitesse",0,150,90,423
"244",8277,1909,"Vitesse",0,156,135,423
"245",8277,1909,"Vitesse",140,163,158,423
"246",8284,180,"Dundee FC",142,158,146,127
"247",8284,180,"Dundee FC",0,151,154,127
"248",8295,1832,"Karlsruher SC",153,146,119,30
"249",8295,1832,"Karlsruher SC",164,148,115,30
"250",8295,1832,"Karlsruher SC",0,146,119,30
"251",8295,1832,"Karlsruher SC",0,183,145,30
"252",8295,1832,"Karlsruher SC",0,205,170,30
"253",8302,481,"Sevilla FC",159,165,149,478
"254",8302,481,"Sevilla FC",183,148,142,478
"255",8302,481,"Sevilla FC",0,206,183,478
"256",8302,481,"Sevilla FC",0,148,142,478
"257",8302,481,"Sevilla FC",0,200,195,478
"258",8302,481,"Sevilla FC",0,148,142,478
"259",8305,1860,"Getafe CF",0,152,141,345
"260",8305,1860,"Getafe CF",113,143,134,345
"261",8305,1860,"Getafe CF",0,149,164,345
"262",8305,1860,"Getafe CF",0,155,120,345
"263",8305,1860,"Getafe CF",117,152,141,345
"264",8305,1860,"Getafe CF",0,152,141,345
"265",8306,472,"UD Las Palmas",0,148,149,45
"266",8306,472,"UD Las Palmas",147,148,149,45
"267",8306,472,"UD Las Palmas",147,148,149,45
"268",8306,472,"UD Las Palmas",0,148,149,45
"269",8306,472,"UD Las Palmas",0,155,125,45
"270",8306,472,"UD Las Palmas",0,187,171,45
"271",8315,448,"Athletic Club de Bilbao",131,146,156,415
"272",8315,448,"Athletic Club de Bilbao",0,173,165,415
"273",8315,448,"Athletic Club de Bilbao",0,162,165,415
"274",8315,448,"Athletic Club de Bilbao",0,160,135,415
"275",8315,448,"Athletic Club de Bilbao",0,184,170,415
"276",8315,448,"Athletic Club de Bilbao",125,157,162,415
"277",8322,111082,"Arka Gdynia",0,150,205,77
"278",8322,111082,"Arka Gdynia",0,147,140,77
"279",8342,231,"Club Brugge KV",139,146,158,421
"280",8342,231,"Club Brugge KV",0,170,148,421
"281",8342,231,"Club Brugge KV",139,146,158,421
"282",8342,231,"Club Brugge KV",0,140,200,421
"283",8342,231,"Club Brugge KV",0,156,162,421
"284",8342,231,"Club Brugge KV",0,156,147,421
"285",8344,1961,"Cardiff City",168,154,113,32
"286",8344,1961,"Cardiff City",0,175,146,32
"287",8344,1961,"Cardiff City",0,182,146,32
"288",8344,1961,"Cardiff City",0,154,146,32
"289",8344,1961,"Cardiff City",143,139,113,32
"290",8344,1961,"Cardiff City",0,210,210,32
"291",8348,1900,"Moreirense FC",139,144,138,101
"292",8348,1900,"Moreirense FC",0,144,138,101
"293",8350,29,"1. FC Kaiserslautern",167,174,143,72
"294",8350,29,"1. FC Kaiserslautern",0,161,151,72
"295",8350,29,"1. FC Kaiserslautern",0,170,139,72
"296",8350,29,"1. FC Kaiserslautern",0,185,210,72
"297",8350,29,"1. FC Kaiserslautern",0,156,141,72
"298",8350,29,"1. FC Kaiserslautern",155,167,145,72
"299",8357,165,"SpVgg Greuther Fürth",0,141,170,26
"300",8357,165,"SpVgg Greuther Fürth",167,149,170,26
"301",8357,165,"SpVgg Greuther Fürth",0,170,155,26
"302",8357,165,"SpVgg Greuther Fürth",0,149,125,26
"303",8357,165,"SpVgg Greuther Fürth",0,158,158,26
"304",8357,165,"SpVgg Greuther Fürth",164,148,159,26
"305",8358,25,"SC Freiburg",151,144,144,245
"306",8358,25,"SC Freiburg",0,154,119,245
"307",8358,25,"SC Freiburg",0,160,155,245
"308",8358,25,"SC Freiburg",0,137,152,245
"309",8358,25,"SC Freiburg",0,122,133,245
"310",8358,25,"SC Freiburg",145,132,158,245
"311",8370,480,"Rayo Vallecano",141,135,173,247
"312",8370,480,"Rayo Vallecano",0,155,120,247
"313",8370,480,"Rayo Vallecano",125,135,169,247
"314",8370,480,"Rayo Vallecano",0,135,173,247
"315",8370,480,"Rayo Vallecano",0,135,173,247
"316",8370,480,"Rayo Vallecano",0,161,178,247
"317",8371,479,"CA Osasuna",0,168,168,232
"318",8371,479,"CA Osasuna",0,193,177,232
"319",8371,479,"CA Osasuna",143,168,164,232
"320",8371,479,"CA Osasuna",143,168,168,232
"321",8371,479,"CA Osasuna",0,168,168,232
"322",8371,479,"CA Osasuna",0,165,150,232
"323",8372,467,"SD Eibar",165,166,142,83
"324",8372,467,"SD Eibar",165,179,142,83
"325",8388,477,"CD Numancia",0,152,158,38
"326",8388,477,"CD Numancia",137,152,158,38
"327",8388,477,"CD Numancia",137,152,158,38
"328",8388,477,"CD Numancia",0,160,140,38
"329",8388,477,"CD Numancia",0,152,158,38
"330",8388,477,"CD Numancia",0,144,144,38
"331",8394,244,"Real Zaragoza",0,155,115,159
"332",8394,244,"Real Zaragoza",0,166,158,159
"333",8394,244,"Real Zaragoza",0,166,158,159
"334",8394,244,"Real Zaragoza",154,165,140,159
"335",8394,244,"Real Zaragoza",0,126,131,159
"336",8394,244,"Real Zaragoza",121,166,158,159
"337",8398,162,"FC Energie Cottbus",0,167,156,30
"338",8398,162,"FC Energie Cottbus",0,161,146,30
"339",8398,162,"FC Energie Cottbus",126,175,154,30
"340",8398,162,"FC Energie Cottbus",0,130,206,30
"341",8398,162,"FC Energie Cottbus",0,167,156,30
"342",8406,100409,"FC Augsburg",0,161,161,201
"343",8406,100409,"FC Augsburg",0,174,128,201
"344",8406,100409,"FC Augsburg",0,175,145,201
"345",8406,100409,"FC Augsburg",0,188,150,201
"346",8406,100409,"FC Augsburg",165,166,143,201
"347",8406,100409,"FC Augsburg",169,160,154,201
"348",8426,1754,"Partick Thistle F.C.",143,160,141,135
"349",8426,1754,"Partick Thistle F.C.",135,151,143,135
"350",8429,184,"Hamilton Academical FC",143,197,155,185
"351",8429,184,"Hamilton Academical FC",0,200,195,185
"352",8429,184,"Hamilton Academical FC",0,139,145,185
"353",8455,5,"Chelsea",0,200,140,583
"354",8455,5,"Chelsea",0,196,125,583
"355",8455,5,"Chelsea",157,170,126,583
"356",8455,5,"Chelsea",0,145,168,583
"357",8455,5,"Chelsea",0,170,131,583
"358",8455,5,"Chelsea",144,119,126,583
"359",8456,10,"Manchester City",0,195,145,606
"360",8456,10,"Manchester City",123,143,140,606
"361",8456,10,"Manchester City",0,126,164,606
"362",8456,10,"Manchester City",0,121,140,606
"363",8456,10,"Manchester City",0,210,180,606
"364",8456,10,"Manchester City",123,98,149,606
"365",8457,182,"Dunfermline Athletic",0,168,148,40
"366",8460,10030,"SC Paderborn 07",0,141,124,31
"367",8460,10030,"SC Paderborn 07",174,163,141,31
"368",8460,10030,"SC Paderborn 07",0,139,108,31
"369",8460,10030,"SC Paderborn 07",0,168,138,31
"370",8460,10030,"SC Paderborn 07",0,168,145,31
"371",8460,10030,"SC Paderborn 07",175,160,108,31
"372",8462,1790,"Portsmouth",0,165,128,72
"373",8462,1790,"Portsmouth",0,143,144,72
"374",8462,1790,"Portsmouth",148,149,123,72
"375",8462,1790,"Portsmouth",148,149,123,72
"376",8462,1790,"Portsmouth",0,138,144,72
"377",8462,1790,"Portsmouth",0,195,150,72
"378",8464,1910,"N.E.C.",0,158,118,310
"379",8464,1910,"N.E.C.",0,146,146,310
"380",8464,1910,"N.E.C.",0,144,146,310
"381",8464,1910,"N.E.C.",0,135,90,310
"382",8464,1910,"N.E.C.",150,156,141,310
"383",8466,17,"Southampton",0,166,164,216
"384",8466,17,"Southampton",0,205,210,216
"385",8466,17,"Southampton",129,126,159,216
"386",8466,17,"Southampton",128,149,170,216
"387",8466,17,"Southampton",0,144,134,216
"388",8466,17,"Southampton",0,170,144,216
"389",8467,100804,"St. Johnstone FC",161,136,132,308
"390",8467,100804,"St. Johnstone FC",0,148,117,308
"391",8467,100804,"St. Johnstone FC",0,150,130,308
"392",8467,100804,"St. Johnstone FC",0,132,132,308
"393",8467,100804,"St. Johnstone FC",0,135,142,308
"394",8467,100804,"St. Johnstone FC",162,136,140,308
"395",8472,106,"Sunderland",0,175,160,333
"396",8472,106,"Sunderland",0,175,165,333
"397",8472,106,"Sunderland",137,164,141,333
"398",8472,106,"Sunderland",154,158,132,333
"399",8472,106,"Sunderland",0,159,148,333
"400",8472,106,"Sunderland",0,195,140,333
"401",8475,110913,"Waasland-Beveren",122,98,97,105
"402",8475,110913,"Waasland-Beveren",0,134,114,105
"403",8475,110913,"Waasland-Beveren",132,140,94,105
"404",8479,571,"RC Recreativo",118,109,143,34
"405",8479,571,"RC Recreativo",148,130,151,34
"406",8479,571,"RC Recreativo",0,118,151,34
"407",8479,571,"RC Recreativo",0,140,151,34
"408",8479,571,"RC Recreativo",0,135,144,34
"409",8479,571,"RC Recreativo",0,130,130,34
"410",8481,1823,"AS Nancy-Lorraine",0,172,139,203
"411",8481,1823,"AS Nancy-Lorraine",0,160,210,203
"412",8481,1823,"AS Nancy-Lorraine",146,172,139,203
"413",8481,1823,"AS Nancy-Lorraine",0,172,139,203
"414",8481,1823,"AS Nancy-Lorraine",146,172,139,203
"415",8481,1823,"AS Nancy-Lorraine",0,135,140,203
"416",8483,1926,"Blackpool",0,160,140,55
"417",8483,1926,"Blackpool",183,176,131,55
"418",8483,1926,"Blackpool",0,176,155,55
"419",8483,1926,"Blackpool",0,176,155,55
"420",8483,1926,"Blackpool",0,205,210,55
"421",8483,1926,"Blackpool",162,166,131,55
"422",8485,77,"Aberdeen",184,181,143,365
"423",8485,77,"Aberdeen",0,153,146,365
"424",8485,77,"Aberdeen",0,145,144,365
"425",8485,77,"Aberdeen",0,170,140,365
"426",8485,77,"Aberdeen",176,186,157,365
"427",8485,77,"Aberdeen",0,210,200,365
"428",8521,378,"Stade Brestois 29",161,168,129,99
"429",8521,378,"Stade Brestois 29",161,168,129,99
"430",8521,378,"Stade Brestois 29",0,165,165,99
"431",8521,378,"Stade Brestois 29",0,168,129,99
"432",8521,378,"Stade Brestois 29",0,168,129,99
"433",8521,378,"Stade Brestois 29",0,130,210,99
"434",8524,39,"Atalanta",0,170,165,283
"435",8524,39,"Atalanta",146,138,148,283
"436",8524,39,"Atalanta",0,150,147,283
"437",8524,39,"Atalanta",0,120,115,283
"438",8524,39,"Atalanta",0,138,156,283
"439",8524,39,"Atalanta",146,138,151,283
"440",8525,1907,"Willem II",0,135,90,222
"441",8525,1907,"Willem II",0,166,153,222
"442",8525,1907,"Willem II",150,153,135,222
"443",8525,1907,"Willem II",0,147,125,222
"444",8526,635,"De Graafschap",0,153,137,130
"445",8526,635,"De Graafschap",0,150,136,130
"446",8528,1917,"Wigan Athletic",0,160,165,200
"447",8528,1917,"Wigan Athletic",138,164,163,200
"448",8528,1917,"Wigan Athletic",0,190,140,200
"449",8528,1917,"Wigan Athletic",0,138,126,200
"450",8528,1917,"Wigan Athletic",0,119,152,200
"451",8528,1917,"Wigan Athletic",144,151,154,200
"452",8529,1842,"Cagliari",0,168,153,309
"453",8529,1842,"Cagliari",0,165,141,309
"454",8529,1842,"Cagliari",167,152,144,309
"455",8529,1842,"Cagliari",0,165,140,309
"456",8529,1842,"Cagliari",0,120,155,309
"457",8529,1842,"Cagliari",134,196,187,309
"458",8530,110364,"Catania",175,141,147,251
"459",8530,110364,"Catania",0,150,110,251
"460",8530,110364,"Catania",0,120,140,251
"461",8530,110364,"Catania",170,141,147,251
"462",8530,110364,"Catania",0,178,140,251
"463",8530,110364,"Catania",0,171,146,251
"464",8533,192,"Chievo Verona",0,145,165,285
"465",8533,192,"Chievo Verona",187,170,156,285
"466",8533,192,"Chievo Verona",187,170,156,285
"467",8533,192,"Chievo Verona",0,129,157,285
"468",8533,192,"Chievo Verona",0,169,136,285
"469",8533,192,"Chievo Verona",0,165,120,285
"470",8534,1746,"Empoli",0,115,90,86
"471",8534,1746,"Empoli",0,155,137,86
"472",8534,1746,"Empoli",145,184,164,86
"473",8534,1746,"Empoli",0,169,148,86
"474",8534,1746,"Empoli",145,186,160,86
"475",8534,1746,"Empoli",0,150,130,86
"476",8535,110374,"Fiorentina",0,170,135,440
"477",8535,110374,"Fiorentina",121,172,178,440
"478",8535,110374,"Fiorentina",0,165,140,440
"479",8535,110374,"Fiorentina",0,170,140,440
"480",8535,110374,"Fiorentina",121,172,184,440
"481",8535,110374,"Fiorentina",0,168,145,440
"482",8537,1844,"Livorno",183,138,118,66
"483",8537,1844,"Livorno",0,172,163,66
"484",8537,1844,"Livorno",0,115,90,66
"485",8537,1844,"Livorno",183,134,126,66
"486",8537,1844,"Livorno",0,160,135,66
"487",8537,1844,"Livorno",0,135,115,66
"488",8540,1843,"Palermo",0,150,140,351
"489",8540,1843,"Palermo",158,153,133,351
"490",8540,1843,"Palermo",168,158,152,351
"491",8540,1843,"Palermo",0,130,145,351
"492",8540,1843,"Palermo",0,165,130,351
"493",8540,1843,"Palermo",0,153,133,351
"494",8543,46,"Lazio",188,220,190,417
"495",8543,46,"Lazio",172,200,166,417
"496",8543,46,"Lazio",0,189,166,417
"497",8543,46,"Lazio",0,136,130,417
"498",8543,46,"Lazio",0,165,130,417
"499",8543,46,"Lazio",0,160,175,417
"500",8548,86,"Rangers",0,210,200,324
"501",8548,86,"Rangers",0,194,144,324
"502",8548,86,"Rangers",153,153,151,324
"503",8548,86,"Rangers",139,160,158,324
"504",8548,86,"Rangers",0,150,148,324
"505",8548,86,"Rangers",0,160,158,324
"506",8549,12,"Middlesbrough",0,176,147,28
"507",8549,12,"Middlesbrough",138,135,122,28
"508",8549,12,"Middlesbrough",144,177,122,28
"509",8549,12,"Middlesbrough",0,168,122,28
"510",8549,12,"Middlesbrough",0,190,130,28
"511",8549,12,"Middlesbrough",0,153,132,28
"512",8550,68,"FC Metz",0,150,135,31
"513",8550,68,"FC Metz",146,156,150,31
"514",8550,68,"FC Metz",0,156,143,31
"515",8550,68,"FC Metz",152,153,127,31
"516",8550,68,"FC Metz",0,175,110,31
"517",8551,1838,"Siena",144,183,144,149
"518",8551,1838,"Siena",0,115,160,149
"519",8551,1838,"Siena",0,162,137,149
"520",8551,1838,"Siena",0,170,140,149
"521",8551,1838,"Siena",0,150,140,149
"522",8558,452,"RCD Espanyol",0,152,122,338
"523",8558,452,"RCD Espanyol",146,152,122,338
"524",8558,452,"RCD Espanyol",146,152,122,338
"525",8558,452,"RCD Espanyol",0,195,180,338
"526",8558,452,"RCD Espanyol",0,152,122,338
"527",8558,452,"RCD Espanyol",0,196,165,338
"528",8559,4,"Bolton Wanderers",152,170,145,181
"529",8559,4,"Bolton Wanderers",0,134,145,181
"530",8559,4,"Bolton Wanderers",0,153,154,181
